user_id,rec_result
2075,"[874972, 982469, 1029743, 893018, 5592931]"
182,"[1038663, 1037863, 1134522, 1043590, 1096036]"
631,"[874972, 899682, 878445, 995478, 6034857]"
448,"[874972, 1128016, 1132771, 1127831, 866211]"
1612,"[874972, 1126899, 1082185, 1022097, 909714]"
616,"[874972, 1817725, 852856, 1082185, 1127831]"
670,"[874972, 1029743, 899115, 961554, 944836]"
603,"[1038663, 5592931, 1106523, 1012587, 1085333]"
1821,"[874972, 1106523, 983584, 981760, 951590]"
986,"[874972, 1116635, 1029743, 1044078, 893018]"
2389,"[1038663, 1103826, 937736, 1043590, 1037863]"
590,"[1038663, 1053690, 1106523, 871756, 1012587]"
957,"[1000753, 14019790, 1032703, 1037863, 1004906]"
504,"[1038663, 1106523, 824796, 1096036, 1043590]"
812,"[874972, 896862, 926307, 1106523, 1044078]"
1133,"[874972, 1029743, 981760, 1127831, 866211]"
799,"[874972, 1126899, 1082185, 1026118, 866211]"
641,"[874972, 1070820, 1104349, 1026118, 951412]"
2222,"[874972, 5569230, 933918, 916122, 844179]"
367,"[874972, 1082185, 1058021, 901062, 944836]"
1202,"[874972, 13382402, 5567148, 1127831, 961554]"
305,"[874972, 1133850, 6463727, 1082185, 866211]"
1461,"[836445, 1029743, 1082185, 845208, 923746]"
1502,"[874972, 1070820, 1082185, 1127831, 909714]"
751,"[1038663, 1027168, 1029685, 1106523, 1012587]"
592,"[874972, 1070820, 5592094, 866211, 961554]"
2444,"[874972, 1102416, 1130517, 1082185, 1127831]"
1679,"[874972, 986912, 1138189, 1082185, 1127831]"
117,"[874972, 862349, 852360, 866211, 962568]"
246,"[874972, 1070820, 1048472, 1082185, 1127831]"
2346,"[874972, 869252, 916993, 1082185, 961554]"
711,"[874972, 1038467, 983584, 1082185, 1127831]"
2134,"[874972, 1082185, 1051468, 962568, 1026118]"
637,"[1038663, 1114811, 926905, 951590, 1085333]"
866,"[1038663, 1106523, 962229, 1118533, 1012587]"
2301,"[874972, 1057749, 1029743, 1042544, 1085333]"
987,"[874972, 1070820, 986912, 899624, 1127831]"
248,"[874972, 1126899, 1082185, 961554, 909714]"
483,"[1038663, 1106523, 1118533, 1096036, 820122]"
1213,"[874972, 1010950, 1135681, 1127831, 866211]"
682,"[12810391, 1029743, 922561, 1082185, 1037863]"
2445,"[874972, 1029743, 1110572, 1043590, 8090537]"
867,"[874972, 983584, 1106523, 1082185, 901062]"
2332,"[874972, 860248, 1131506, 1082185, 1127831]"
1672,"[1038663, 1082185, 1043590, 1004906, 893018]"
571,"[874972, 1070820, 6551782, 1127831, 866211]"
1186,"[874972, 1082185, 5578547, 995478, 1119405]"
1978,"[874972, 1029743, 1059236, 1127831, 878996]"
1300,"[874972, 1106523, 1118627, 1127831, 961554]"
2465,"[874972, 986912, 856252, 1044078, 845208]"
2078,"[904129, 982469, 1029743, 1044078, 1068719]"
665,"[874972, 1071171, 935317, 1106523, 1044078]"
481,"[904129, 972416, 951590, 844179, 1029743]"
1868,"[1038663, 8090537, 983078, 1096036, 1068719]"
1932,"[968072, 951590, 10344971, 866211, 961554]"
1936,"[904129, 1029743, 947658, 5568378, 1044078]"
1320,"[874972, 12731432, 878996, 1127831, 866211]"
2449,"[874972, 1106523, 6979803, 6463874, 1119405]"
1928,"[874972, 983584, 1110572, 1029743, 866211]"
2308,"[874972, 1029743, 1068292, 1127831, 866211]"
2001,"[874972, 1127831, 1126899, 866211, 961554]"
484,"[874972, 1050851, 1009769, 1127831, 961554]"
2152,"[874972, 1126899, 6034857, 1127831, 1082185]"
476,"[829291, 1106523, 1101173, 5568378, 1012587]"
1111,"[874972, 1106523, 1003188, 878996, 896613]"
963,"[874972, 943233, 991932, 951590, 1082185]"
1232,"[874972, 8090537, 961458, 1004906, 1044078]"
193,"[829291, 1029743, 983584, 5568378, 1101173]"
2186,"[874972, 951590, 8090521, 1029743, 907631]"
927,"[874972, 986912, 1127831, 1082185, 901062]"
674,"[836445, 1029743, 940766, 965766, 981760]"
309,"[874972, 962850, 885290, 951590, 1029743]"
1365,"[874972, 989918, 9803483, 1082185, 1029743]"
583,"[874972, 1021324, 1037840, 1044078, 1096036]"
635,"[874972, 970160, 1106523, 1127831, 878996]"
1622,"[874972, 928123, 1026209, 1127831, 1023720]"
1651,"[874972, 1135822, 1055737, 1137688, 1119405]"
1548,"[874972, 1029743, 1053690, 844179, 1004906]"
1067,"[904129, 1029743, 1075368, 1096036, 5568378]"
753,"[874972, 847207, 1029743, 1127831, 866211]"
1527,"[874972, 1029743, 951590, 1024306, 995965]"
405,"[874972, 1039156, 948670, 1004906, 923746]"
74,"[1000753, 1085369, 1126045, 1044078, 923746]"
1961,"[874972, 1106523, 1061228, 859075, 1012587]"
1272,"[874972, 974766, 6514085, 7024990, 995478]"
1887,"[874972, 1039348, 839346, 1127831, 878996]"
567,"[1038663, 986912, 1089766, 893018, 5592931]"
2274,"[874972, 1082185, 933835, 1068719, 1043590]"
256,"[874972, 862349, 1101706, 1027569, 1115175]"
1877,"[874972, 1075470, 1029743, 1096036, 5568378]"
960,"[874972, 886395, 1053016, 1127831, 901062]"
2251,"[874972, 970866, 5568378, 899624, 1096036]"
374,"[874972, 1029743, 1015296, 1127831, 962568]"
997,"[874972, 1070820, 1019247, 1082185, 1127831]"
2310,"[1038663, 995242, 1043590, 1012587, 820122]"
2161,"[874972, 1126899, 958208, 1127831, 1082185]"
1757,"[904129, 10355978, 8090521, 1029743, 1044078]"
490,"[829291, 5569471, 944317, 951590, 1029743]"
2410,"[904129, 1037840, 1053690, 1082185, 1127831]"
1730,"[874972, 1031864, 1093113, 1082185, 1029743]"
562,"[904129, 957951, 1115069, 844179, 1044078]"
1729,"[874972, 981760, 1029743, 1096036, 1004906]"
317,"[874972, 1029743, 951590, 5569230, 1115175]"
1059,"[874972, 1127831, 837864, 866211, 1029743]"
1028,"[874972, 1082185, 847982, 1127831, 1029743]"
1301,"[874972, 1058997, 1014948, 1127831, 878996]"
2003,"[874972, 10344585, 1058997, 944836, 1055425]"
2098,"[874972, 995242, 934172, 1082185, 961554]"
29,"[874972, 5568378, 891505, 1082185, 1106523]"
359,"[904129, 923746, 1038217, 1082185, 1106523]"
2384,"[874972, 1029743, 868205, 961554, 866211]"
654,"[874972, 937413, 1096842, 1029743, 5569230]"
1957,"[874972, 9245108, 1029743, 916122, 866211]"
134,"[874972, 823704, 5569845, 844179, 833025]"
394,"[874972, 1029743, 986912, 1127831, 878996]"
54,"[904129, 1089766, 9527290, 1082185, 1029743]"
1476,"[874972, 995242, 907099, 944836, 1127831]"
863,"[874972, 1029743, 5569135, 1096036, 1068719]"
2382,"[874972, 1025650, 852856, 1082185, 1127831]"
968,"[874972, 1075368, 1082185, 839419, 987562]"
1378,"[874972, 6552318, 9653535, 901062, 1119405]"
1914,"[874972, 5574377, 894439, 1127831, 1082185]"
712,"[874972, 1070820, 921504, 1055425, 6463874]"
2459,"[12810391, 1029743, 1031864, 921744, 1136257]"
27,"[874972, 1052920, 1029252, 1029743, 1044078]"
2441,"[874972, 1029743, 898121, 1127831, 1082185]"
691,"[874972, 1082185, 906844, 1029743, 859075]"
934,"[12810391, 1004906, 1088147, 923746, 5592931]"
1252,"[874972, 1006184, 1052912, 1082185, 878996]"
1070,"[874972, 1029743, 856345, 1127831, 916122]"
1447,"[904129, 844165, 6391137, 1044078, 1106523]"
1018,"[874972, 1070820, 951590, 5568378, 859075]"
385,"[874972, 1057260, 1087102, 961554, 844179]"
1330,"[904129, 1106523, 987562, 844179, 1082185]"
1634,"[874972, 907631, 1044078, 1012587, 859075]"
755,"[874972, 862349, 7168890, 901062, 909714]"
277,"[874972, 841266, 1029743, 1096036, 1068719]"
65,"[874972, 1070820, 961889, 916122, 866211]"
1065,"[874972, 951590, 1072917, 8090521, 844179]"
1151,"[874972, 982469, 13189919, 1029743, 1082185]"
307,"[1038663, 1074040, 819765, 1004906, 1082185]"
187,"[874972, 983584, 929726, 1044078, 1029743]"
1042,"[874972, 862349, 856772, 1082185, 6034857]"
862,"[1038663, 987562, 1103629, 1106523, 5592931]"
1195,"[874972, 1075368, 8090521, 1082185, 1127831]"
2401,"[874972, 845208, 1106523, 866211, 962568]"
2420,"[1038663, 951590, 1043590, 820122, 1127758]"
760,"[874972, 1057260, 835618, 951590, 981760]"
2136,"[874972, 901062, 1007269, 854852, 1101706]"
684,"[874972, 1106523, 1050851, 1096036, 1044078]"
132,"[874972, 854852, 999198, 845208, 1004906]"
1201,"[904129, 8090537, 9527290, 1044078, 844179]"
1714,"[904129, 945244, 992529, 1082185, 1029743]"
229,"[874972, 1127831, 993638, 1068719, 878996]"
1933,"[874972, 1106523, 1093413, 1044078, 1068719]"
2409,"[874972, 1082185, 1127831, 866211, 1029743]"
413,"[874972, 986912, 1082185, 845208, 1004906]"
1410,"[874972, 1029743, 859075, 962568, 845208]"
602,"[874972, 1029743, 944139, 5568378, 893018]"
194,"[874972, 951412, 6391381, 1127831, 1004906]"
889,"[874972, 1082185, 1127831, 942778, 1027569]"
1705,"[1038663, 13842090, 995242, 1068719, 893018]"
1779,"[874972, 1070820, 845208, 1026118, 1023720]"
2452,"[1038663, 1106523, 1025581, 1085333, 1118533]"
1148,"[874972, 871754, 1113780, 1004906, 1127831]"
140,"[874972, 8090521, 879755, 944317, 1085333]"
1754,"[1038663, 1029743, 1139569, 1096036, 1118533]"
1482,"[874972, 5569230, 1026118, 1127831, 1044078]"
152,"[874972, 1037332, 8091225, 961554, 901062]"
220,"[874972, 899682, 5574108, 962568, 854852]"
2316,"[874972, 965267, 911017, 1029743, 1127831]"
1164,"[874972, 1070820, 1082185, 1127831, 951412]"
861,"[874972, 899624, 5585510, 845208, 854852]"
2367,"[1038663, 1118120, 1042438, 1096036, 859075]"
1387,"[874972, 854133, 1017369, 1127831, 1082185]"
1246,"[874972, 1126899, 1097635, 892531, 1112238]"
459,"[874972, 972312, 12262832, 1082185, 1127831]"
883,"[874972, 9420181, 1057749, 1137688, 1026118]"
1937,"[874972, 1093603, 900418, 878996, 866211]"
1178,"[874972, 992622, 6464165, 1127831, 923746]"
2062,"[947858, 1029743, 1106301, 923746, 863447]"
2220,"[874972, 880150, 916122, 1082185, 1127831]"
606,"[874972, 1029743, 848107, 901062, 930118]"
1613,"[874972, 1029743, 823576, 5568378, 910032]"
2309,"[874972, 1106523, 853354, 1082185, 1127831]"
115,"[874972, 1101010, 983584, 1002771, 907631]"
386,"[1038663, 839094, 998206, 1094308, 1085333]"
185,"[904129, 1029743, 916122, 1044078, 859075]"
323,"[904129, 972143, 944139, 1082185, 1029743]"
1519,"[874972, 5569230, 1070820, 1082185, 961554]"
167,"[874972, 9297151, 1072693, 1127831, 1082185]"
1319,"[874972, 866211, 1082185, 854852, 962568]"
1787,"[1038663, 1043590, 859075, 1082185, 923746]"
2157,"[904129, 831763, 1106523, 1044078, 1096036]"
2069,"[947858, 1106523, 1000753, 1004906, 1068719]"
475,"[874972, 1029743, 9837076, 859075, 5569327]"
2106,"[874972, 990656, 854852, 901062, 995478]"
2244,"[1038663, 1108131, 907631, 1025611, 1085333]"
1444,"[874972, 1029743, 873627, 1082185, 1127831]"
1157,"[874972, 951590, 855138, 1127831, 866211]"
922,"[874972, 1058997, 1058404, 901062, 854852]"
499,"[874972, 1138189, 7409664, 1082185, 1127831]"
83,"[874972, 819302, 1059902, 878996, 854852]"
597,"[874972, 1106301, 1025611, 1106523, 944317]"
2090,"[874972, 995242, 1131506, 1082185, 1068719]"
1600,"[1038663, 1106523, 1093413, 1043590, 871756]"
1883,"[874972, 921345, 891505, 8090537, 944317]"
1142,"[874972, 878715, 1067695, 1127831, 878996]"
1097,"[874972, 8090440, 851066, 1082185, 854852]"
1718,"[874972, 1070820, 1137775, 1127831, 866211]"
2486,"[829291, 1029743, 916122, 951590, 1044078]"
283,"[874972, 7409644, 1070820, 1115175, 852856]"
170,"[874972, 1082185, 1126899, 961554, 1004906]"
642,"[874972, 5569471, 1058997, 901062, 1055425]"
403,"[874972, 880150, 863447, 1127831, 961554]"
1979,"[874972, 1106523, 888586, 901062, 962568]"
2054,"[874972, 993638, 12810391, 1082185, 1004906]"
2443,"[874972, 972657, 1082185, 7024990, 854852]"
1996,"[874972, 1126899, 6034577, 1082185, 909714]"
935,"[874972, 1132771, 1081189, 854852, 878996]"
795,"[874972, 1029743, 1043751, 5568378, 1012587]"
2262,"[874972, 1019247, 6773232, 1004906, 1029743]"
2411,"[874972, 951412, 1119405, 1127831, 962568]"
1985,"[874972, 1106523, 1082185, 892531, 916122]"
1435,"[904129, 1029743, 865456, 844179, 1082185]"
2191,"[874972, 909894, 995242, 1082185, 1127831]"
850,"[947858, 995242, 923746, 5592931, 1082185]"
1940,"[874972, 1096317, 1024306, 1127831, 930118]"
2203,"[874972, 1029743, 1018818, 1127831, 892531]"
601,"[874972, 1126899, 902640, 866211, 1027569]"
2383,"[874972, 5568489, 938139, 1044078, 1012587]"
1609,"[874972, 6632283, 1082185, 1055425, 1119405]"
1349,"[1000753, 951590, 995242, 1081177, 999270]"
1956,"[874972, 1126899, 933835, 1127831, 866211]"
811,"[904129, 1029743, 847982, 1082185, 844179]"
149,"[874972, 873044, 6533936, 872137, 866211]"
1088,"[874972, 1045478, 997011, 951590, 1029743]"
2318,"[1038663, 1106523, 901976, 827683, 1094308]"
776,"[1038663, 1029743, 901762, 8090537, 1085333]"
1416,"[874972, 896862, 1130858, 1082185, 1127831]"
2016,"[1038663, 1094744, 9526757, 923746, 1096036]"
728,"[874972, 1106117, 1069039, 1068719, 859075]"
1564,"[874972, 1046689, 931860, 1127831, 1029743]"
580,"[874972, 1118946, 1056509, 1082185, 1029743]"
1468,"[874972, 951412, 1070820, 1137688, 1101706]"
395,"[904129, 1053690, 5569230, 1082185, 1044078]"
2405,"[874972, 6602697, 1091383, 1106523, 961554]"
798,"[874972, 978974, 6534030, 961554, 1029743]"
1168,"[874972, 1019637, 983584, 866211, 878996]"
112,"[874972, 1011300, 9527159, 1127831, 1082185]"
1022,"[874972, 986912, 945909, 1082185, 866211]"
1011,"[874972, 916122, 951412, 1127831, 901062]"
97,"[874972, 1075368, 995242, 1082185, 1068719]"
1205,"[874972, 1029743, 5571178, 1012587, 907631]"
1323,"[1038663, 8090521, 1106523, 1096036, 1043590]"
1615,"[874972, 995242, 859075, 1044078, 1096036]"
1853,"[904129, 1075368, 838733, 1082185, 1127831]"
1124,"[1038663, 8090537, 879755, 1012587, 5592931]"
501,"[874972, 1065380, 965766, 1082185, 1127831]"
2355,"[874972, 942708, 927382, 1082185, 1127831]"
2387,"[874972, 896085, 885290, 1082185, 1127831]"
258,"[874972, 995242, 1110572, 923746, 1096036]"
715,"[874972, 1087102, 6463520, 1004906, 1037863]"
785,"[874972, 1134633, 1121624, 1127831, 901062]"
2421,"[874972, 881154, 1126899, 1027569, 944836]"
1854,"[874972, 1055504, 862822, 951412, 1082185]"
550,"[874972, 1108488, 835098, 1044078, 1068719]"
555,"[874972, 5568228, 983959, 1082185, 1127831]"
2151,"[1038663, 1075470, 991948, 1106523, 1068719]"
1329,"[874972, 962229, 5569374, 854852, 878996]"
1262,"[874972, 1029743, 897125, 1044078, 923746]"
872,"[874972, 1082185, 9836415, 1127831, 1004906]"
1508,"[874972, 1126899, 932949, 1082185, 961554]"
1685,"[874972, 12524016, 7410289, 1082185, 1127831]"
76,"[874972, 1054080, 12263692, 878996, 961554]"
2396,"[874972, 832678, 998119, 1082185, 866211]"
1895,"[904129, 1044078, 6513810, 1029743, 1068719]"
1336,"[874972, 833025, 916122, 899624, 1056509]"
1089,"[1038663, 947798, 1029743, 1096036, 1043590]"
925,"[874972, 968936, 862349, 1127831, 1082185]"
2035,"[947858, 1029624, 969866, 1106523, 923746]"
991,"[874972, 9553193, 904236, 866211, 878996]"
1595,"[874972, 1110042, 1006555, 1029743, 1127831]"
1341,"[874972, 1074754, 1009368, 866211, 1004906]"
1849,"[904129, 1029743, 1056509, 1004906, 1068719]"
181,"[874972, 1030409, 854852, 1004906, 845208]"
84,"[874972, 903529, 920025, 1029743, 5568378]"
1547,"[874972, 893501, 995242, 1127831, 1082185]"
923,"[1038663, 1106523, 1014948, 5592931, 899624]"
2341,"[1038663, 1106523, 1098284, 1012587, 870547]"
1225,"[874972, 1106523, 1092026, 1044078, 1096036]"
278,"[904129, 895680, 824005, 1082185, 1029743]"
1025,"[1038663, 1106523, 8090521, 1012587, 893018]"
1503,"[874972, 5585510, 1116050, 1127831, 866211]"
1747,"[1038663, 6979005, 1106523, 1004906, 844179]"
599,"[874972, 1046262, 978343, 1082185, 1127831]"
116,"[874972, 1014732, 976199, 1082185, 1127831]"
222,"[874972, 1010308, 1082185, 923746, 1068719]"
267,"[904129, 901976, 935393, 1082185, 1029743]"
1350,"[1038663, 962229, 919534, 1043590, 871756]"
709,"[1038663, 889692, 992622, 1068719, 1096036]"
607,"[1038663, 1029743, 1048746, 820122, 1012587]"
469,"[874972, 1082185, 1127831, 944836, 1055425]"
1233,"[904129, 1082185, 821741, 1029743, 1004906]"
1506,"[1038663, 959985, 869047, 1029743, 5592931]"
989,"[874972, 1029743, 1089766, 1127831, 981760]"
769,"[1038663, 1106523, 1082185, 859075, 844179]"
2063,"[874972, 986912, 885290, 962568, 845208]"
2416,"[874972, 12808385, 849697, 854852, 878996]"
2321,"[874972, 1108094, 1029743, 1082185, 866211]"
1015,"[874972, 1037332, 947412, 854852, 1023720]"
838,"[904129, 1022795, 963971, 1082185, 1029743]"
1181,"[1038663, 1029743, 1097815, 1082185, 1004906]"
1104,"[874972, 5571261, 1115576, 913785, 1112238]"
2021,"[1038663, 951590, 1119454, 1106523, 1096036]"
1975,"[874972, 5574377, 1036495, 944836, 1055425]"
1299,"[874972, 9526410, 1016129, 893018, 923746]"
775,"[904129, 9655242, 893018, 1044078, 1004906]"
2049,"[874972, 956672, 981760, 1127831, 916122]"
1980,"[874972, 935993, 8090541, 1082185, 961554]"
2294,"[1038663, 1106523, 1082185, 893018, 833025]"
2228,"[1038663, 1037840, 916578, 1068719, 1096036]"
2076,"[874972, 981760, 880427, 901062, 7024990]"
1667,"[904129, 12731432, 9297362, 1082185, 1044078]"
899,"[904129, 844179, 921614, 1082185, 1068719]"
1536,"[874972, 8090532, 1075368, 916122, 5569327]"
2248,"[874972, 932863, 827180, 1029743, 1082185]"
2378,"[874972, 1129576, 9527323, 951590, 919534]"
1994,"[904129, 5568378, 1126899, 1082185, 844179]"
195,"[874972, 1082185, 1029743, 1127831, 1004906]"
1314,"[874972, 1029743, 1102416, 909714, 1136257]"
875,"[874972, 1082185, 1126899, 1068719, 878996]"
530,"[874972, 898869, 839656, 1127831, 1082185]"
1806,"[904129, 1029743, 839094, 1044078, 1068719]"
2295,"[874972, 950206, 1031065, 5592931, 1096036]"
192,"[874972, 5569230, 1029743, 951590, 907631]"
165,"[874972, 1070820, 1024306, 854852, 962568]"
141,"[874972, 866871, 904148, 878996, 1024306]"
1433,"[874972, 842470, 849202, 1082185, 1127831]"
1420,"[1038663, 1029743, 893018, 1068719, 8090537]"
576,"[874972, 931579, 986912, 854852, 901062]"
1665,"[1038663, 1096960, 986912, 1096036, 1068719]"
1422,"[874972, 820612, 965772, 1082185, 1127831]"
1193,"[1038663, 8090537, 913210, 1043590, 1096036]"
447,"[1038663, 1057260, 1029743, 1068719, 1004906]"
1783,"[874972, 1058997, 9835509, 6463874, 1119405]"
324,"[874972, 1070820, 1057260, 1101706, 1137688]"
2225,"[874972, 873887, 970202, 995478, 944836]"
1340,"[874972, 990251, 995242, 1127831, 866211]"
102,"[874972, 1127831, 848071, 1082185, 961554]"
224,"[1038663, 1106523, 850925, 1118533, 893018]"
1261,"[874972, 1109805, 866211, 1029743, 1096036]"
1290,"[1038663, 1133018, 939636, 923746, 1004906]"
834,"[874972, 856252, 1070820, 1127831, 916122]"
472,"[874972, 1029743, 8019273, 1115175, 5569230]"
1040,"[874972, 910473, 1126899, 944836, 1055425]"
2201,"[874972, 1082185, 1127831, 1029743, 866211]"
720,"[874972, 1056212, 1115069, 1127831, 1082185]"
1182,"[1038663, 1106523, 842392, 1096036, 1043590]"
1000,"[874972, 12427353, 1076065, 1127831, 878996]"
2487,"[874972, 865026, 1104405, 1127831, 1082185]"
1264,"[1038663, 1087618, 1029743, 1004906, 1118533]"
1115,"[874972, 929388, 1024306, 901062, 961554]"
208,"[874972, 854133, 1055425, 930118, 1105488]"
920,"[1038663, 1106523, 1097001, 1043590, 820122]"
1661,"[874972, 1082185, 1126899, 1127831, 878996]"
1770,"[874972, 919126, 7410336, 1105488, 1027569]"
81,"[1038663, 844165, 1029743, 1085333, 820122]"
1457,"[1038663, 987724, 1106523, 1043590, 1068719]"
236,"[874972, 1126899, 8119157, 1127831, 1082185]"
1471,"[874972, 913210, 1085604, 1082185, 1127831]"
1919,"[1038663, 1106523, 1059080, 1068719, 893018]"
1872,"[874972, 1102416, 12384779, 909714, 6463874]"
498,"[874972, 1028891, 1106523, 1127831, 866211]"
557,"[874972, 819330, 1127831, 1082185, 961554]"
1206,"[1038663, 1106523, 861494, 1118533, 1012587]"
806,"[874972, 1029743, 868539, 5592931, 961554]"
1342,"[874972, 13115937, 1130452, 1082185, 1127831]"
244,"[904129, 1133018, 909894, 1068719, 1044078]"
333,"[874972, 983936, 944534, 923746, 1043590]"
605,"[874972, 965772, 13133916, 1082185, 866211]"
1034,"[874972, 1126899, 907099, 1127831, 878996]"
32,"[874972, 8293447, 1105488, 951412, 995478]"
1098,"[874972, 5585510, 9526757, 1004906, 1096036]"
1654,"[874972, 9553347, 1040935, 1127831, 866211]"
2206,"[904129, 1029743, 873902, 1082185, 1044078]"
1295,"[874972, 1029743, 1038663, 1012587, 5568378]"
1945,"[874972, 1029743, 832678, 1082185, 1127831]"
1845,"[874972, 1126899, 1127831, 1002771, 1022097]"
1248,"[829291, 1106523, 951590, 1101173, 910032]"
1197,"[874972, 1029743, 951590, 883932, 1051211]"
2173,"[904129, 951590, 13842088, 1082185, 5568378]"
1075,"[1038663, 938554, 1029743, 1043590, 5592931]"
1121,"[874972, 962229, 1092937, 962568, 1105488]"
26,"[874972, 978129, 923746, 1044078, 1106523]"
971,"[874972, 1075368, 1119399, 1127831, 916122]"
1647,"[874972, 981760, 6464086, 1082185, 1127831]"
462,"[874972, 854852, 1024306, 866211, 878996]"
581,"[874972, 1084796, 1126899, 916122, 1096036]"
2000,"[904129, 1106301, 1050851, 859075, 1096036]"
1646,"[874972, 1053022, 1126899, 1082185, 1127831]"
2163,"[874972, 9338009, 1016274, 1082185, 1127831]"
2198,"[1000753, 844179, 13842214, 1068719, 923746]"
1046,"[874972, 1126899, 6919515, 1055425, 1119405]"
1373,"[874972, 6034857, 5569471, 1127831, 1082185]"
1537,"[874972, 1029743, 6391137, 1044078, 1096036]"
1515,"[968072, 962229, 911454, 1127831, 844179]"
541,"[874972, 1106523, 898869, 1096036, 1012587]"
561,"[874972, 913671, 932179, 1127831, 901062]"
1923,"[1048257, 992986, 961554, 1119405, 1101706]"
1013,"[874972, 1106523, 1127328, 1068719, 1096036]"
956,"[1000753, 1070820, 821083, 1082185, 1127831]"
591,"[874972, 1065017, 1106523, 910032, 1051211]"
1580,"[1038663, 1122085, 1053595, 1106523, 1096036]"
2280,"[874972, 1093603, 1070820, 844179, 995876]"
832,"[904129, 1106523, 981760, 1082185, 1127831]"
1418,"[874972, 1082185, 954778, 961554, 962568]"
120,"[874972, 1082311, 857294, 1082185, 1127831]"
2042,"[874972, 1126899, 9655528, 878996, 901062]"
177,"[874972, 1082185, 1127831, 961554, 878996]"
948,"[874972, 1046587, 1004906, 1044078, 1082185]"
938,"[874972, 1040183, 960421, 1082185, 1127831]"
2439,"[874972, 1037863, 983584, 1127831, 1004906]"
1427,"[874972, 995242, 923746, 1068719, 5568378]"
896,"[874972, 913210, 1126899, 961554, 909714]"
2125,"[874972, 1029743, 883003, 866211, 962568]"
906,"[874972, 860703, 1048237, 866211, 1127831]"
1084,"[874972, 951590, 1122358, 1082185, 1133018]"
2402,"[1038663, 1106523, 1096036, 1043590, 1118533]"
1,"[874972, 856942, 940947, 1127831, 1027569]"
586,"[874972, 1029743, 823365, 5568378, 1110244]"
2013,"[874972, 1075368, 1078763, 1029743, 961554]"
714,"[904129, 1082185, 819765, 1004906, 1068719]"
1339,"[874972, 8090521, 6533236, 1082185, 1029743]"
1286,"[874972, 1029743, 962229, 1044078, 1068719]"
2232,"[874972, 9526757, 1039672, 1127831, 844179]"
2283,"[874972, 1106523, 988208, 1127831, 866211]"
1532,"[874972, 5569471, 1039156, 1127831, 1082185]"
552,"[1038663, 1106523, 1069039, 5592931, 1085333]"
57,"[874972, 986912, 848319, 866211, 878996]"
1156,"[874972, 936594, 7025496, 1127831, 1082185]"
1726,"[874972, 1044487, 1071446, 1119405, 995478]"
506,"[874972, 1081189, 827570, 1127831, 866211]"
313,"[874972, 8014645, 1067928, 1082185, 1127831]"
596,"[947858, 8090537, 1025581, 1133018, 1004906]"
894,"[874972, 1138631, 845208, 878996, 962568]"
535,"[1038663, 899624, 1106523, 1096036, 833025]"
2424,"[874972, 916993, 908283, 866211, 878996]"
943,"[1038663, 5592931, 1106523, 1096036, 1118533]"
656,"[874972, 1106523, 5569230, 1101173, 995876]"
2360,"[874972, 1029743, 909714, 933835, 1027569]"
225,"[874972, 987122, 850601, 1082185, 5568378]"
554,"[874972, 1106523, 1072086, 1082185, 1127831]"
477,"[874972, 1126899, 986912, 1082185, 1127831]"
533,"[1038663, 899624, 1043590, 1118533, 893018]"
1006,"[874972, 5569471, 844179, 1082185, 1127831]"
80,"[874972, 1082185, 878996, 1004906, 923746]"
2333,"[874972, 1075007, 1075175, 1082185, 1127831]"
1057,"[874972, 916990, 892531, 1127831, 901062]"
2241,"[904129, 1029743, 8273833, 5568378, 844179]"
2437,"[874972, 7409618, 1070820, 1002771, 1027569]"
2260,"[874972, 1029743, 1042907, 883932, 844179]"
1027,"[874972, 1132771, 981760, 854852, 1004906]"
1528,"[874972, 1075368, 1006922, 840361, 1081177]"
1800,"[874972, 908531, 1058997, 1127831, 878996]"
2148,"[874972, 951590, 913210, 1082185, 899624]"
1211,"[874972, 977927, 879504, 866211, 878996]"
1452,"[1038663, 1118533, 837495, 1068719, 1133018]"
802,"[874972, 908531, 986912, 1044078, 951590]"
2085,"[904129, 962229, 1029743, 916122, 1043590]"
2462,"[874972, 834932, 901062, 995478, 1119405]"
468,"[1038663, 1098284, 1106523, 1118533, 1012587]"
538,"[874972, 1082212, 1070820, 944836, 1055425]"
1870,"[874972, 1070820, 914318, 1082185, 1127831]"
1044,"[874972, 926905, 995242, 1044078, 1082185]"
729,"[874972, 1082185, 1127831, 866211, 1029743]"
1251,"[904129, 901067, 1011832, 1082185, 1044078]"
756,"[904129, 1082185, 1029743, 1044078, 844179]"
1393,"[874972, 1058997, 6919082, 951412, 995478]"
1550,"[1038663, 1106523, 9707137, 1043590, 820122]"
1950,"[904129, 921504, 1126895, 1082185, 1004906]"
382,"[874972, 999250, 1108131, 1082185, 866211]"
1360,"[874972, 1087411, 9859128, 1127831, 866211]"
1332,"[874972, 951412, 991223, 1127831, 854852]"
166,"[874972, 1075368, 1106523, 1127831, 866211]"
1055,"[874972, 1082185, 9575582, 1127831, 866211]"
600,"[874972, 1029743, 5569230, 1082185, 981760]"
933,"[1038663, 1106523, 871756, 1118533, 899624]"
2160,"[874972, 953539, 916122, 1127831, 1082185]"
2177,"[874972, 8090521, 941741, 1082185, 1127831]"
2265,"[874972, 1115576, 5570882, 1082185, 1127831]"
1274,"[874972, 5569792, 1070820, 907631, 892531]"
1214,"[874972, 1093030, 1079987, 1082185, 1127831]"
227,"[904129, 845193, 954424, 1029743, 1044078]"
